,label,PCA_feature_3,PCA_feature_11,PCA_feature_14,PCA_feature_127,PCA_feature_128,PCA_feature_129,PCA_feature_134,PCA_feature_135,PCA_feature_142,PCA_feature_146,PCA_feature_147,PCA_feature_149,PCA_feature_151,PCA_feature_153,PCA_feature_162,PCA_feature_163,PCA_feature_168
48,1.0,-0.83093877010341,-0.39318468427732445,-0.18330763777181724,3.8163916471489756e-16,5.204170427930421e-17,-3.209238430557093e-17,-8.326672684688674e-17,-2.0990154059319366e-16,7.979727989493313e-17,1.196959198423997e-16,7.632783294297951e-17,-1.5612511283791264e-16,3.9898639947466563e-17,4.163336342344337e-17,3.157196726277789e-16,1.491862189340054e-16,0.0
48,0.0,-2.4636054481524607,-0.7376875436987553,0.17935419183385531,-1.249000902703301e-16,-3.122502256758253e-17,-7.025630077706069e-17,-4.926614671774132e-16,-1.5525775109992423e-16,3.469446951953614e-18,1.682681771697503e-16,3.122502256758253e-16,-2.255140518769849e-16,2.0816681711721685e-17,1.249000902703301e-16,-2.0816681711721685e-16,-1.3357370765021415e-16,-1.3877787807814457e-16
49,1.0,0.9392620658263623,-0.49522652969280057,-0.3823165224382571,3.469446951953614e-16,-3.469446951953614e-17,-2.671474153004283e-16,-3.2439329000766293e-16,-8.118505867571457e-16,7.077671781985373e-16,3.5735303605122226e-16,3.2612801348363973e-16,-8.326672684688674e-17,2.1510571102112408e-16,-5.828670879282072e-16,5.759281940243e-16,7.28583859910259e-17,-8.153200337090993e-17
49,0.0,4.959940105055295,0.22267137753010896,0.12947556553541423,2.706168622523819e-16,7.24247051220317e-17,-4.718447854656915e-16,3.5041414214731503e-16,-7.450637329320386e-16,-2.992397996059992e-16,-1.3740907283538162e-16,3.677613769070831e-16,4.440892098500626e-16,1.7867651802561113e-16,-6.38378239159465e-16,3.729655473350135e-17,2.636779683484747e-16,-2.8449465006019636e-16
51,1.0,0.5013562898458179,0.051400949541337934,-0.7051916018006281,5.759281940243e-16,3.469446951953614e-17,4.939625097843958e-16,-7.979727989493313e-17,5.863365348801608e-16,1.8735013540549517e-16,-2.7755575615628914e-17,4.85722573273506e-17,-6.938893903907228e-17,1.3010426069826053e-16,2.0816681711721685e-17,2.185751579730777e-16,3.2959746043559335e-17,1.7694179454963432e-16
51,0.0,-2.430627572471841,1.7497166826886694,-0.37652052240854067,5.447031714567174e-16,9.974659986866641e-18,-1.0755285551056204e-16,2.3418766925686896e-16,-1.4051260155412137e-16,0.0,-2.723515857283587e-16,-3.7470027081099033e-16,1.0408340855860843e-16,-3.469446951953614e-18,6.938893903907228e-18,-3.972516759986888e-16,-3.3393426912553537e-16,-1.0408340855860843e-16
52,1.0,2.815369036504693,0.43240398099977484,-0.9638861640914247,8.049116928532385e-16,1.2555061157382141e-16,6.4791921827733745e-16,-5.412337245047638e-16,1.222980050563649e-16,-3.0531133177191805e-16,3.8510861166685117e-16,7.112366251504909e-17,4.336808689942018e-17,1.6306400674181987e-16,-6.602791230436722e-17,1.491862189340054e-16,3.9898639947466563e-17,6.938893903907228e-18
52,0.0,-2.0452593868998914,0.6919601667573725,-0.9002945594052754,4.3021142204224816e-16,-8.500145032286355e-17,-6.973588373426765e-16,2.3418766925686896e-16,-6.245004513516506e-16,-1.214306433183765e-16,-1.942890293094024e-16,-6.938893903907228e-18,4.440892098500626e-16,7.45931094670027e-17,-4.163336342344337e-16,-1.3704315460216776e-16,-2.740863092043355e-16,4.978656376053436e-16
53,0.0,-4.679350468707561,0.6131300956675867,0.15158302233874407,-2.706168622523819e-16,-7.806255641895632e-17,-6.609296443471635e-16,4.683753385137379e-16,-6.574601973952099e-16,7.979727989493313e-17,1.5959455978986625e-16,-5.915407053080912e-16,3.5388358909926865e-16,-3.469446951953614e-17,9.69276742202041e-17,-7.73686670285656e-16,1.734723475976807e-17,-2.0816681711721685e-16
53,1.0,1.1583702953228703,-1.4891308589978685,0.3663150613145809,-4.649058915617843e-16,5.797445856714489e-15,-1.3686968225457008e-15,1.1084883011491797e-15,-2.671474153004283e-16,-5.741934705483231e-16,7.735782500684074e-17,1.3877787807814457e-17,-1.8041124150158794e-16,4.145989107584569e-16,2.0122792321330962e-16,3.191891195797325e-16,3.920475055707584e-16,7.320533068622126e-16
54,0.0,-0.25102754051925585,-0.020355859737649168,-0.44538693831713105,5.863365348801608e-16,2.983724378680108e-16,2.2898349882893854e-16,-2.8362728832220796e-16,7.37257477290143e-17,-1.973247953923618e-17,-1.5612511283791264e-16,-5.724587470723463e-17,-6.938893903907228e-18,-1.205632815803881e-16,1.1102230246251565e-16,-2.0469737016526324e-16,1.0408340855860843e-17,1.1449174941446927e-16
54,1.0,0.3103138154520919,-0.5378921236614294,-0.15337471067716832,1.5265566588595902e-16,-2.7755575615628914e-17,4.371503159461554e-16,-2.5240226575462543e-16,-1.734723475976807e-18,-6.158268339717665e-17,-1.5067699692117298e-16,-1.1622647289044608e-16,-1.1102230246251565e-16,2.0816681711721685e-17,8.673617379884035e-18,2.914335439641036e-16,2.42861286636753e-17,1.3053794156725473e-16
55,0.0,-2.293024805022901,0.17369997014629462,0.24843392486156313,1.3877787807814457e-16,-2.4936649967166602e-17,-1.942890293094024e-16,-2.740863092043355e-16,-6.279698983036042e-16,8.326672684688674e-17,2.47198095326695e-17,0.0,-5.551115123125783e-17,-1.3877787807814457e-16,-1.5265566588595902e-16,6.418476861114186e-17,2.0469737016526324e-16,-3.469446951953614e-17
56,0.0,-0.6536827857406553,-0.1814511260340876,0.06298876124883102,-3.469446951953614e-18,-2.5153490401663703e-17,-1.6653345369377348e-16,-1.9081958235744878e-16,-1.3010426069826053e-16,-5.898059818321144e-17,-2.636779683484747e-16,-2.0469737016526324e-16,5.377642775528102e-17,5.898059818321144e-17,8.543513119185775e-17,-1.734723475976807e-16,-1.734723475976807e-17,-6.245004513516506e-17
57,1.0,0.7506462945407937,-0.9249948368619404,0.3299301943513233,-1.734723475976807e-17,-1.2555061157382141e-16,3.194059600142296e-16,-5.0133508455729725e-16,6.765421556309548e-17,7.788908407135864e-16,-2.185751579730777e-16,1.3530843112619095e-16,-3.608224830031759e-16,-1.0408340855860843e-16,4.163336342344337e-17,1.97758476261356e-16,2.1684043449710089e-16,2.986976985197565e-17
58,0.0,1.9167867055045147,0.5846399878402668,-0.6713800227127443,8.673617379884035e-16,3.469446951953614e-17,-4.475586568020162e-16,-2.5673907444456745e-16,-4.544975507059235e-16,-1.5265566588595902e-16,2.723515857283587e-16,1.457167719820518e-16,-1.3877787807814457e-16,2.2551405187698492e-17,-4.163336342344337e-16,-2.7582103268031233e-16,-3.122502256758253e-17,-1.0061396160665481e-16
59,1.0,1.5696606092391499,0.40520749053666694,0.3457304507045407,-2.1337098754514727e-16,6.982261990806649e-17,6.175615574477433e-16,-2.0469737016526324e-16,9.037909309839165e-16,2.0816681711721685e-17,-1.5959455978986625e-16,-4.2327252813834093e-16,-2.636779683484747e-16,5.841681305351898e-16,2.42861286636753e-16,1.6653345369377348e-16,4.9439619065339e-16,-9.645062526431047e-16
60,0.0,-0.30117856718289243,1.5768230953268416,-0.34161889176896115,5.2562121322097255e-16,-1.214306433183765e-17,5.828670879282072e-16,9.367506770274758e-17,4.0592529337857286e-16,1.5265566588595902e-16,1.5959455978986625e-16,6.245004513516506e-16,-5.551115123125783e-17,1.8735013540549517e-16,1.5265566588595902e-16,1.0061396160665481e-16,-6.418476861114186e-16,-2.5673907444456745e-16
60,1.0,1.1282279162019897,0.743191433511268,-0.06256708463944136,4.163336342344337e-16,6.071532165918825e-18,1.5785983631388945e-16,-1.0408340855860843e-16,2.6020852139652106e-18,-8.326672684688674e-17,-9.367506770274758e-17,4.5102810375396984e-17,7.632783294297951e-17,-1.0755285551056204e-16,1.240327285323417e-16,-5.551115123125783e-17,1.5092094240998222e-16,-1.0755285551056204e-16
61,1.0,-0.416084114004904,0.33877841803071085,-0.7060253328491009,2.6020852139652106e-16,-2.6020852139652106e-18,1.8735013540549517e-16,3.165870343657673e-17,1.5439038936193583e-16,1.734723475976807e-17,-1.0928757898653885e-16,3.0531133177191805e-16,-4.371503159461554e-16,3.8250652645288596e-16,-2.0816681711721685e-16,7.754213937616328e-16,-1.2836953722228372e-16,6.938893903907228e-18
62,0.0,0.27766025760776397,-0.7791312274805785,-0.4462139786328317,9.367506770274758e-17,-7.025630077706069e-17,5.0090140368830305e-17,-4.206704429243757e-16,-1.754781216167789e-16,1.8626593323300966e-16,7.632783294297951e-17,-1.4224732503009818e-16,-7.979727989493313e-17,1.8041124150158794e-16,-1.0928757898653885e-16,-2.0339632755828063e-16,4.3042826247674526e-17,2.42861286636753e-17
63,0.0,-3.6579789411552377,0.10668602661337198,0.6516986722357173,-1.249000902703301e-16,-8.933825901280557e-17,-5.741934705483231e-16,-5.421010862427522e-18,-1.1726730697603216e-15,-6.938893903907228e-17,-3.9193908535350985e-17,-9.020562075079397e-17,1.6653345369377348e-16,-1.6653345369377348e-16,2.1510571102112408e-16,-3.139849491518021e-16,-1.1102230246251565e-16,2.0816681711721685e-17
64,0.0,8.530482104005054,1.559443403888616,0.26482384859719416,1.0408340855860843e-15,1.960237527853792e-16,1.2871648191747909e-15,-4.701100619897147e-16,1.3617579286417936e-15,3.469446951953614e-18,2.222614453595284e-16,9.159339953157541e-16,-2.0816681711721685e-17,-3.3306690738754696e-16,-1.734723475976807e-16,-1.6458188978329957e-16,6.010816844259637e-16,4.0939474033052647e-16
66,0.0,-1.3003343504424671,0.7151214787659461,0.15140159092780292,5.724587470723463e-16,9.020562075079397e-17,-3.5908775952719907e-16,1.0668549377257364e-16,-8.222589276130066e-16,-5.134781488891349e-16,3.86843335142828e-16,-2.7755575615628914e-17,2.0122792321330962e-16,-1.457167719820518e-16,-1.8041124150158794e-16,3.469446951953614e-18,-1.8041124150158794e-16,3.469446951953614e-17
68,0.0,0.9952947084228988,-0.2923061667318834,-0.042536096733755704,-3.677613769070831e-16,-2.0469737016526324e-16,6.106226635438361e-16,2.6020852139652106e-17,1.183569301593801e-15,1.5959455978986625e-16,-2.498001805406602e-16,3.122502256758253e-16,2.7755575615628914e-16,3.885780586188048e-16,1.8041124150158794e-16,-6.175615574477433e-16,-1.249000902703301e-16,-3.2526065174565133e-16
69,0.0,-2.806212004847997,-0.1789663108347167,0.9357233142092649,-4.961309141293668e-16,-2.0729945537922845e-16,1.6306400674181987e-16,2.738694687698384e-16,4.753142324176451e-16,7.632783294297951e-17,-9.71445146547012e-17,1.457167719820518e-16,-2.220446049250313e-16,-2.949029909160572e-17,2.7755575615628914e-16,-2.3245294578089215e-16,-9.996344030316351e-17,-2.0816681711721685e-17
71,0.0,-2.5685790132490633,1.2145220769382072,-0.7952041079750406,7.112366251504909e-17,-5.984795992119984e-17,3.174543961037557e-16,2.0946785972419946e-16,-4.894088606599567e-16,-5.204170427930421e-18,1.4224732503009818e-16,-2.7755575615628914e-16,1.0408340855860843e-16,2.0122792321330962e-16,-1.2836953722228372e-16,-1.3704315460216776e-16,-2.2453826992174797e-16,3.235259282696745e-16
74,0.0,-1.3268033993747892,0.32492886045227215,0.10441228235061786,2.42861286636753e-16,2.42861286636753e-17,-7.771561172376096e-16,-7.632783294297951e-17,-5.967448757360216e-16,-2.0816681711721685e-17,5.603156827405087e-16,1.1796119636642288e-16,5.551115123125783e-17,1.5785983631388945e-16,-5.967448757360216e-16,-1.5612511283791264e-17,6.938893903907228e-18,-2.3418766925686896e-16
75,0.0,-1.442742706336765,-0.5845782018359479,0.022108004128697727,2.0556473190325164e-16,8.153200337090993e-17,6.938893903907228e-18,-1.8561541192951836e-16,-1.5612511283791264e-16,-7.45931094670027e-17,0.0,-2.6194324487249787e-16,-8.673617379884035e-17,-5.204170427930421e-17,2.0383000842727483e-16,-1.8561541192951836e-16,3.469446951953614e-17,3.8163916471489756e-17
76,0.0,-4.643502763434583,0.2674829057325238,0.2985155678427303,-4.163336342344337e-16,-3.157196726277789e-16,-2.706168622523819e-16,3.2786273695961654e-16,-1.465841337200402e-16,-3.2959746043559335e-16,-2.1575623232461538e-16,-4.2674197509029455e-16,8.326672684688674e-17,9.367506770274758e-17,3.469446951953614e-16,-4.371503159461554e-16,-2.6020852139652106e-16,-1.5265566588595902e-16
77,0.0,-4.910406950892955,0.27956643021413663,-0.2604189826880675,-4.822531263215524e-16,-1.1796119636642288e-16,-4.996003610813204e-16,1.5612511283791264e-16,8.222589276130066e-16,7.28583859910259e-17,-3.95516952522712e-16,-3.885780586188048e-16,1.8735013540549517e-16,3.3306690738754696e-16,3.469446951953614e-16,-8.777700788442644e-16,-1.1275702593849246e-16,-1.734723475976807e-16
79,0.0,-0.3484953100349927,0.21933486709221106,0.2676406513519045,3.8163916471489756e-17,-4.336808689942018e-17,-1.1119577481011333e-15,1.2888995426507677e-15,-6.392456008974534e-16,-1.9949319973733282e-16,-2.0816681711721685e-16,-2.42861286636753e-16,3.469446951953614e-17,-8.23126289350995e-16,2.983724378680108e-16,-6.626643678231403e-16,-3.1138286393783687e-16,-1.942890293094024e-16
80,0.0,0.5352824418166727,-0.8902751366587045,0.1374203150174721,-1.1102230246251565e-16,1.5092094240998222e-16,1.97758476261356e-16,4.5102810375396984e-17,1.5105104667068048e-15,4.2327252813834093e-16,-5.065392549852277e-16,-9.71445146547012e-17,-1.3877787807814457e-16,8.326672684688674e-17,-5.551115123125783e-17,-5.585809592645319e-16,-1.93421667571414e-16,-2.5847379792054426e-16
81,0.0,-1.0058425501455301,1.042136043010833,-0.26880341472236446,5.585809592645319e-16,-3.8163916471489756e-17,1.3444106938820255e-16,-7.28583859910259e-17,-4.614364446098307e-16,-3.5735303605122226e-16,-1.734723475976807e-17,-1.3877787807814457e-16,-2.949029909160572e-17,-7.28583859910259e-17,-2.7755575615628914e-17,-3.469446951953614e-17,-1.8041124150158794e-16,1.457167719820518e-16
82,0.0,-1.9497451137264314,-0.14686084672018979,0.11720178406458263,-1.1102230246251565e-16,-2.393918396847994e-16,3.139849491518021e-16,3.191891195797325e-16,8.550018332220688e-16,-7.632783294297951e-17,8.326672684688674e-17,2.220446049250313e-16,5.134781488891349e-16,-2.7755575615628914e-16,4.85722573273506e-16,-1.5300261058115439e-15,-3.920475055707584e-16,-8.673617379884035e-16
83,0.0,-0.07882261059996085,1.3198859551433546,1.1281065074899186,1.0061396160665481e-15,2.463307335887066e-16,-5.793976409762536e-16,7.615436059538183e-16,-8.257283745649602e-16,-8.81239525796218e-16,2.6194324487249787e-16,1.1796119636642288e-16,1.249000902703301e-16,-3.712308238590367e-16,-1.3877787807814457e-17,-7.112366251504909e-17,2.237793284010081e-16,2.220446049250313e-16
84,0.0,0.2525158037261868,1.0272677288931293,-0.5878693689459991,9.020562075079397e-17,-3.8163916471489756e-16,1.1839487723541708e-16,1.457167719820518e-16,9.367506770274758e-16,-3.95516952522712e-16,-2.220446049250313e-16,2.914335439641036e-16,2.7755575615628914e-16,3.191891195797325e-16,8.326672684688674e-17,-8.187894806610529e-16,-3.8337388819087437e-16,9.8879238130678e-17
85,0.0,1.2391920884794358,-0.6977258695143226,-0.40108403993413705,7.320533068622126e-16,2.168404344971009e-17,5.204170427930421e-18,-1.1102230246251565e-16,-1.8561541192951836e-16,-2.463307335887066e-16,1.1188966420050406e-16,6.938893903907228e-17,1.700029006457271e-16,-1.700029006457271e-16,-3.469446951953614e-17,1.474514954580286e-16,-6.071532165918825e-17,1.214306433183765e-16
86,0.0,-2.1047143381605524,0.4793235156142649,0.15895073426008569,-1.5959455978986625e-16,-1.5092094240998222e-16,4.926614671774132e-16,-6.245004513516506e-17,8.8557633448616e-16,8.326672684688674e-17,-2.706168622523819e-16,-1.5265566588595902e-16,2.7755575615628914e-17,2.2898349882893854e-16,4.579669976578771e-16,-3.2612801348363973e-16,-1.214306433183765e-16,-3.8163916471489756e-17
87,0.0,-5.36007985078661,1.558353251612392,-0.571735885413978,-8.604228440844963e-16,-3.191891195797325e-16,-8.743006318923108e-16,-8.326672684688674e-17,-7.806255641895632e-16,2.5326962749261384e-16,-2.740863092043355e-16,8.326672684688674e-17,3.608224830031759e-16,1.3877787807814457e-17,2.7755575615628914e-16,-8.98586760555986e-16,-3.2959746043559335e-16,-2.636779683484747e-16
88,0.0,-1.1140144583731824,-0.02065575694991776,0.21628144128323676,1.5612511283791264e-16,-3.0335976786144414e-16,-3.0184188481996443e-16,-1.2836953722228372e-16,-1.0755285551056204e-16,-3.365363543395006e-16,1.5525775109992423e-16,-3.686287386450715e-16,8.543513119185775e-17,1.3877787807814457e-17,7.632783294297951e-17,-1.465841337200402e-16,1.474514954580286e-16,2.6020852139652106e-18
90,0.0,-1.40644489607648,0.13985480567326003,0.8537889198124703,3.0531133177191805e-16,6.938893903907228e-18,-1.4224732503009818e-16,2.393918396847994e-16,-3.0878077872387166e-16,-2.7755575615628914e-17,1.734723475976807e-16,1.942890293094024e-16,3.469446951953614e-16,4.336808689942018e-17,-1.1102230246251565e-16,1.700029006457271e-16,4.336808689942018e-17,2.255140518769849e-16
91,0.0,-4.6119159773951255,0.4010712854756415,0.442375591792521,-6.002143226879753e-16,6.591949208711867e-17,-1.951563910473908e-16,5.134781488891349e-16,4.787836793695988e-16,-3.0184188481996443e-16,-2.8102520310824275e-16,-5.689893001203927e-16,1.97758476261356e-16,9.71445146547012e-17,6.38378239159465e-16,-8.118505867571457e-16,1.0408340855860843e-17,-2.914335439641036e-16
96,0.0,1.9325894980278475,0.5433108625702784,-0.021809944748063158,5.689893001203927e-16,1.5612511283791264e-17,1.734723475976807e-17,4.5102810375396984e-17,-6.696032617270475e-16,-4.3021142204224816e-16,7.632783294297951e-17,2.7755575615628914e-17,1.3877787807814457e-16,-2.2898349882893854e-16,-9.71445146547012e-17,-2.688821387764051e-16,4.163336342344337e-17,-1.5612511283791264e-16
98,0.0,2.485603698832743,1.0240869494924165,0.1969070573573949,9.922618282587337e-16,2.0903417885520525e-16,2.8449465006019636e-16,-3.469446951953614e-17,-1.0104764247564901e-16,2.398255205537936e-16,1.4224732503009818e-16,3.400058012914542e-16,2.1510571102112408e-16,-4.2500725161431774e-17,-9.020562075079397e-17,2.740863092043355e-16,-1.6089560239684886e-16,-1.0581813203458523e-16
99,0.0,-3.5757934611834026,-0.4701459987103559,-0.31953773087384674,-2.7755575615628914e-16,-1.6089560239684886e-16,-7.494005416219807e-16,-1.0755285551056204e-16,-8.933825901280557e-16,2.1467203015212988e-16,9.77950359581925e-17,1.1796119636642288e-16,1.8041124150158794e-16,8.760353553682876e-17,1.3877787807814457e-17,-3.443426099813962e-16,-1.249000902703301e-16,-2.1510571102112408e-16
100,0.0,-0.868627073748111,0.9565466435647528,-0.3529783456667502,5.863365348801608e-16,1.43982048506075e-16,-9.93129189996722e-17,-2.0816681711721685e-16,-2.0296264668928643e-16,-1.8388068845354155e-16,1.6371452804531117e-16,8.326672684688674e-17,-2.42861286636753e-17,1.214306433183765e-16,-1.214306433183765e-16,4.3368086899420177e-16,-1.1275702593849246e-16,4.85722573273506e-17
101,0.0,-1.789871155902223,-0.6809782737121239,0.2717409221389286,2.3592239273284576e-16,-1.1796119636642288e-16,-9.332812300755222e-16,4.3021142204224816e-16,-1.1553258350005535e-15,1.0928757898653885e-16,-1.0668549377257364e-16,-4.163336342344337e-17,-9.71445146547012e-17,-2.6020852139652106e-17,-2.914335439641036e-16,1.222980050563649e-16,-5.204170427930421e-18,-1.3877787807814457e-16
102,0.0,-3.9587038088478685,2.0223740449049274,-0.7428658135830003,-9.783840404509192e-16,-5.646524914304507e-16,-2.983724378680108e-16,2.2898349882893854e-16,-6.617970060851519e-16,2.3245294578089215e-16,-1.2663481374630692e-16,-3.5735303605122226e-16,2.185751579730777e-16,1.1796119636642288e-16,1.457167719820518e-16,-3.642919299551295e-16,-3.7816971776294395e-16,-3.0184188481996443e-16
103,0.0,-1.2664986715614166,-0.2028909368081213,-0.08005324315228546,-2.983724378680108e-16,-3.608224830031759e-16,-1.7515286096503324e-16,-7.28583859910259e-17,-2.942524696125659e-16,1.8951853975046618e-16,-4.0939474033052647e-16,-5.065392549852277e-16,-3.5735303605122226e-16,-3.5735303605122226e-16,3.400058012914542e-16,-2.727852665973529e-16,9.107298248878237e-17,-4.683753385137379e-17
105,0.0,-1.7999832773603321,-0.6995646050624327,1.064443876758533,-1.1102230246251565e-16,-1.4181364416110398e-16,-4.163336342344337e-17,4.308077332371152e-16,-8.760353553682876e-17,-2.5500435096859064e-16,-2.1337098754514727e-16,-3.608224830031759e-16,-7.632783294297951e-17,-2.0469737016526324e-16,1.457167719820518e-16,-3.2959746043559335e-16,1.3877787807814457e-17,1.0408340855860843e-17
107,0.0,-2.3046587229519004,-0.180705192677177,0.5728722093789173,1.214306433183765e-16,-1.2728533504979822e-16,-2.6020852139652106e-18,-5.551115123125783e-17,-1.2836953722228372e-16,3.8163916471489756e-17,-1.0408340855860843e-16,-1.0061396160665481e-16,-1.5265566588595902e-16,-1.491862189340054e-16,2.42861286636753e-16,4.5102810375396984e-17,-1.734723475976807e-16,-3.8163916471489756e-17
108,0.0,-1.1752793658347322,0.9154846931557002,-0.5553581750382286,-5.620504062164855e-16,3.2612801348363973e-16,7.988401606873197e-16,-4.787836793695988e-16,7.840950111415168e-16,-4.614364446098307e-16,1.1102230246251565e-16,3.608224830031759e-16,-9.298117831235686e-16,4.0939474033052647e-16,2.636779683484747e-16,5.967448757360216e-16,6.049848122469115e-16,4.978656376053436e-16
110,0.0,0.45569503559109126,0.16025926635697738,0.5491050942942715,6.522560269672795e-16,-3.608224830031759e-16,2.3071822230491534e-16,-2.7582103268031233e-16,4.2674197509029455e-16,-1.231653667943533e-16,-1.5612511283791264e-16,1.0408340855860843e-17,1.249000902703301e-16,4.683753385137379e-17,4.5102810375396984e-17,-2.914335439641036e-16,5.898059818321144e-17,-5.204170427930421e-17
114,0.0,-0.3533614901043498,0.3272746666992766,0.1522605010815702,-1.3877787807814457e-17,8.014422459012849e-16,-2.259477327459791e-16,-1.9081958235744878e-16,1.93421667571414e-16,-4.484260185400046e-16,4.5102810375396984e-17,6.036837696399289e-16,-4.0592529337857286e-16,5.447031714567174e-16,2.740863092043355e-16,7.355227538141662e-16,9.8879238130678e-17,4.544975507059235e-16
117,0.0,-0.537070283188053,-0.3259933210791767,1.0279086707445124,6.591949208711867e-17,-2.0729945537922845e-16,-1.5612511283791264e-16,1.1188966420050406e-16,-3.443426099813962e-16,1.682681771697503e-16,-2.671474153004283e-16,4.5102810375396984e-17,-1.0755285551056204e-16,-1.5265566588595902e-16,3.122502256758253e-17,5.100087019371813e-16,1.1319070680748666e-16,1.0928757898653885e-16
118,0.0,-3.183170974016746,0.032555389044957146,0.8889517796892822,-2.42861286636753e-17,-2.445960101127298e-16,-3.4867941867133823e-16,1.5439038936193583e-16,-5.26488574958961e-16,-6.071532165918825e-17,-1.6479873021779667e-16,-5.863365348801608e-16,3.8163916471489756e-17,-6.938893903907228e-18,9.020562075079397e-17,1.9081958235744878e-16,-1.4311468676808659e-16,-4.128641872824801e-16
119,0.0,-3.2390847991798277,0.8455054843004297,0.43363515166693933,-3.2612801348363973e-16,-7.8236028766554e-16,2.740863092043355e-16,5.551115123125783e-17,1.2524703496552547e-15,1.4224732503009818e-16,-2.2898349882893854e-16,4.85722573273506e-17,-2.0816681711721685e-16,2.706168622523819e-16,1.5265566588595902e-16,-9.367506770274758e-17,-2.5153490401663703e-16,-6.938893903907228e-18
120,0.0,-2.8487950432876614,0.6479863354199378,0.6186006520891296,2.0122792321330962e-16,1.3357370765021415e-16,-1.1136924715771102e-15,5.152128723651117e-16,-1.4155343563970746e-15,-3.885780586188048e-16,-7.806255641895632e-17,4.163336342344337e-17,1.1102230246251565e-16,-3.608224830031759e-16,-1.3877787807814457e-16,-1.700029006457271e-16,1.734723475976807e-17,-1.249000902703301e-16
