,label,PCA_feature_2,PCA_feature_3,PCA_feature_9,PCA_feature_13,PCA_feature_14,PCA_feature_129,PCA_feature_136,PCA_feature_137,PCA_feature_138,PCA_feature_148,PCA_feature_149,PCA_feature_150,PCA_feature_163,PCA_feature_167
62,1.0,-1.0776424832372444,0.5776239557339177,0.6547396502263351,-0.15868752318633939,-0.015319950731090808,2.7755575615628914e-16,-1.9233746539892849e-16,-5.273559366969494e-16,-1.1275702593849246e-16,-1.7558654183402744e-16,9.020562075079397e-17,-1.938553484404082e-16,-5.551115123125783e-17,1.4224732503009818e-16
63,0.0,3.4920425313748735,-1.775996672128621,-0.07610657184911915,0.8994743992197864,0.4892184366928408,4.683753385137379e-17,-2.96637714392034e-16,1.8214596497756474e-16,2.0816681711721685e-16,6.245004513516506e-17,-9.020562075079397e-17,-1.0061396160665481e-16,-9.8879238130678e-17,2.168404344971009e-18
65,0.0,3.5238927747165305,-0.2442418896855777,0.2452154190341791,0.0012618456432674507,0.5385346436314025,-3.0878077872387166e-16,-3.452099717193846e-16,5.898059818321144e-17,4.3281350725621337e-16,-9.020562075079397e-17,6.245004513516506e-17,-6.158268339717665e-17,-2.688821387764051e-16,-1.4224732503009818e-16
67,0.0,-0.81373061828108,1.4418066060173373,-0.1370652836031131,-0.2911937872525755,0.12865169611592053,-1.0061396160665481e-16,-2.6194324487249787e-16,-1.7694179454963432e-16,2.0122792321330962e-16,-1.3877787807814457e-17,1.7867651802561113e-16,1.7694179454963432e-16,5.4643789493269423e-17,-1.3183898417423734e-16
68,0.0,0.8115247970217432,3.0393687410711725,-0.07588270175968814,0.36304341060407685,-0.20298747686234808,1.5612511283791264e-17,2.3592239273284576e-16,1.3877787807814457e-16,-3.365363543395006e-16,-3.191891195797325e-16,8.359537563042141e-17,-3.642919299551295e-17,-3.382710778154774e-17,3.0531133177191805e-16
74,0.0,0.1287594270435832,-2.6137090308785185,-0.11305206943805104,-0.38531449225551734,0.43265628302206943,9.627715291671279e-17,6.008648439914666e-16,4.5102810375396984e-17,-2.1163626406917047e-16,4.649058915617843e-16,-5.342948306008566e-16,2.9392720896082025e-16,7.979727989493313e-17,6.938893903907228e-18
76,0.0,4.636161005813525,-0.9159254700399725,0.15505567373954585,0.6062748697661117,0.05268766686430823,-2.914335439641036e-16,-2.5326962749261384e-16,1.0408340855860843e-17,1.97758476261356e-16,1.3791051634015616e-16,-4.85722573273506e-17,-1.5785983631388945e-16,-2.949029909160572e-16,-1.249000902703301e-16
77,0.0,5.3626615663765245,-1.0878500257967894,-0.9597001822825783,0.04561267040736637,0.2561934149212955,-2.1163626406917047e-16,-1.214306433183765e-16,-2.2551405187698492e-17,-1.8214596497756474e-16,-4.85722573273506e-17,-5.551115123125783e-17,-1.6393136847980827e-16,1.942890293094024e-16,-2.706168622523819e-16
78,0.0,2.0631694550488464,-1.2771595186515885,-0.6395102237618117,0.09241902959354477,0.486155595889831,-3.0531133177191805e-16,-1.8908485888147197e-16,1.0061396160665481e-16,6.765421556309548e-17,0.0,-5.204170427930421e-18,-8.370040771588094e-17,1.3964523981613297e-16,4.5102810375396984e-17
79,0.0,5.3783592816751185,7.269252946236517,-1.2986103082637042,-0.37030515623322047,-0.09091346756168138,-6.591949208711867e-16,-2.198762005800603e-16,9.54097911787244e-16,3.7470027081099033e-16,-1.3877787807814457e-16,-1.3183898417423734e-16,-2.0816681711721685e-16,-2.914335439641036e-16,-2.345129299086146e-16
80,0.0,0.568335698364512,1.6993131588833532,0.27468116877243054,-0.2424865049228723,0.36049809372558556,2.0122792321330962e-16,-3.408731630294426e-16,-4.787836793695988e-16,-4.683753385137379e-16,-3.434752482434078e-16,-6.245004513516506e-17,1.0234868508263162e-16,2.8102520310824275e-16,3.469446951953614e-17
81,0.0,0.1996431312228265,-1.3408940889794994,-0.02970750604068679,0.16716299405654342,-0.17268900522147898,-4.336808689942018e-17,3.4867941867133823e-16,-1.8735013540549517e-16,1.491862189340054e-16,2.1163626406917047e-16,-3.0531133177191805e-16,1.734723475976807e-18,-1.4051260155412137e-16,-6.938893903907228e-18
82,0.0,2.674848156120001,0.5728515568758759,0.7671691912146492,-0.4683122388179533,0.7420541179371456,-1.3530843112619095e-16,7.979727989493313e-17,3.502650643485983e-17,1.1275702593849246e-16,-2.654126918244515e-16,-1.942890293094024e-16,-2.949029909160572e-17,-2.220446049250313e-16,-1.3877787807814457e-17
83,0.0,-0.5465851591364761,-1.6430851620225775,-0.7157381796509407,1.4717568481268906,-0.6765590157490307,9.71445146547012e-17,8.257283745649602e-16,-3.9898639947466563e-17,-6.088879400678593e-16,1.3877787807814457e-17,1.6653345369377348e-16,2.5500435096859064e-16,9.71445146547012e-17,-1.5265566588595902e-16
85,0.0,-1.8026959435018952,-0.15095981048048274,0.8024299283803275,0.21229724884168044,0.2368129194098408,3.0010716134398763e-16,1.3530843112619095e-16,3.122502256758253e-17,9.497611030973019e-17,-2.168404344971009e-17,1.0408340855860843e-16,-3.2959746043559335e-17,2.1510571102112408e-16,-5.724587470723463e-17
87,0.0,6.3155233797790284,-0.8568770464016272,-2.2885358342533606,0.35558254520377286,-0.7439870372742736,-4.926614671774132e-16,-4.145989107584569e-16,3.9811903773667723e-16,6.38378239159465e-16,7.979727989493313e-17,0.0,9.020562075079397e-17,-1.249000902703301e-16,-5.134781488891349e-16
88,0.0,1.3970700754305887,0.16069245568843554,0.04715529340254762,0.25011623594258847,0.041474581148493804,2.706168622523819e-16,-1.3183898417423734e-16,-8.673617379884035e-17,9.020562075079397e-17,-1.8388068845354155e-16,-1.3877787807814457e-17,-4.163336342344337e-17,2.3592239273284576e-16,1.2836953722228372e-16
91,0.0,4.552557059534963,-1.6393602717860825,-0.2967593086650414,0.9315194992062436,0.8923212290987724,8.196568423990414e-17,1.0061396160665481e-16,1.2576745200831851e-16,-4.111294638065033e-16,-3.122502256758253e-17,1.6653345369377348e-16,-2.0816681711721685e-17,-1.2836953722228372e-16,-1.0755285551056204e-16
92,0.0,-1.0466926119436069,-0.12515493595414962,0.2913674954651434,0.5156472228208713,-0.20548175868385649,9.020562075079397e-17,2.3592239273284576e-16,-5.715778328072019e-17,3.2612801348363973e-16,-7.567731163948821e-17,2.706168622523819e-16,7.28583859910259e-17,2.42861286636753e-17,8.326672684688674e-17
93,0.0,-1.574684556163503,-1.287188339435605,-0.22679085610514602,0.20547495705492494,-1.0988510220262806,3.608224830031759e-16,1.2663481374630692e-16,-5.551115123125783e-17,1.3227266504323154e-16,-2.3245294578089215e-16,-1.942890293094024e-16,5.850354922731782e-16,6.245004513516506e-17,-7.632783294297951e-17
95,0.0,2.504080331209111,-1.7986198161623077,-0.09541908588999545,-0.07193124343588365,0.050233892007389286,-2.706168622523819e-16,-1.2836953722228372e-16,2.983724378680108e-16,-2.42861286636753e-17,9.454242944073599e-17,-5.204170427930421e-17,1.2663481374630692e-16,3.0357660829594124e-18,-3.0184188481996443e-16
96,0.0,-0.768419052170008,2.0226062414062254,0.10732049070526561,0.33403601701441665,0.1865890131956843,1.214306433183765e-16,-1.491862189340054e-16,-4.753142324176451e-16,-2.636779683484747e-16,-1.97758476261356e-16,2.185751579730777e-16,-2.42861286636753e-16,-1.734723475976807e-16,-2.42861286636753e-17
97,0.0,-1.3912166019187195,5.822760429577375,-0.3732427663310435,0.037697232470558284,-0.01922943025873114,-1.061650767297806e-15,-5.898059818321144e-16,3.122502256758253e-16,2.992397996059992e-16,2.1510571102112408e-16,8.673617379884035e-18,2.1684043449710089e-16,1.3097162243624894e-16,1.942890293094024e-16
98,0.0,-3.610441544406949,-0.24067039884378402,0.04578785139424381,1.2300485663808218,-0.5871332877205796,4.996003610813204e-16,5.134781488891349e-16,1.9081958235744878e-17,1.7694179454963432e-16,2.220446049250313e-16,1.942890293094024e-16,-9.020562075079397e-17,-1.734723475976807e-17,1.1449174941446927e-16
99,0.0,4.238926173017748,-0.45695186255515213,-0.11949983838493591,0.4507121897669417,0.38510356651639066,-1.4224732503009818e-16,-2.0816681711721685e-16,1.0755285551056204e-16,-1.1188966420050406e-16,-2.7755575615628914e-17,1.457167719820518e-16,-1.6046192152785466e-16,-3.599551212651875e-17,6.938893903907228e-18
100,0.0,-0.04903897460306157,-1.5682136256833554,-0.07357608049625995,-0.90040420359512,-0.47618423987206787,-4.683753385137379e-17,-1.2912847874302358e-16,1.717376241217039e-16,-6.5052130349130266e-18,1.222980050563649e-16,2.6020852139652106e-17,9.84455572616838e-17,-2.949029909160572e-17,-2.3592239273284576e-16
101,0.0,0.5639018827523223,-2.8427385343373763,0.22462973820347978,-0.3908175550736287,0.3701036324239162,-5.204170427930421e-18,-8.673617379884035e-17,2.1510571102112408e-16,-1.8388068845354155e-16,3.8163916471489756e-16,-1.457167719820518e-16,2.3592239273284576e-16,7.025630077706069e-17,1.734723475976807e-16
102,0.0,4.660011804984351,-0.5494410498982639,-3.1121939869721604,-1.4987500578923076,-1.5066437094361482,-2.1510571102112408e-16,-5.342948306008566e-16,3.677613769070831e-16,9.367506770274758e-16,-3.677613769070831e-16,9.71445146547012e-17,1.3877787807814457e-16,2.5587171270657905e-16,-7.077671781985373e-16
103,0.0,2.52113668864295,1.549727348902919,0.14689902160389667,0.5223429545118805,-0.07706397499553336,2.740863092043355e-16,-6.404382232871875e-16,-3.3306690738754696e-16,-1.1882855810441129e-16,3.469446951953614e-17,1.1796119636642288e-16,-1.1102230246251565e-16,9.454242944073599e-17,-1.249000902703301e-16
104,0.0,-0.4592300087024288,-1.942616952941204,-0.1942719028597278,1.4081954154278722,0.2853927076952097,-1.196959198423997e-16,5.551115123125783e-16,-5.811323644522304e-17,-8.847089727481716e-17,1.8041124150158794e-16,-1.3877787807814457e-17,8.673617379884035e-18,-2.7755575615628914e-17,2.0816681711721685e-17
105,0.0,1.3647682416264995,-1.0708762065746258,0.5364956242172929,0.35821431133794956,0.266739958201505,3.400058012914542e-16,-2.185751579730777e-16,1.2663481374630692e-16,-2.211772431870429e-16,-2.0122792321330962e-16,-3.924811864397526e-17,-1.3183898417423734e-16,-1.249000902703301e-16,-5.095750210681871e-17
107,0.0,0.9152348611389073,-2.336155730022986,0.7273845251549259,0.24034457619928293,-0.17838047989538786,-3.8163916471489756e-17,-2.636779683484747e-16,9.367506770274758e-17,2.914335439641036e-16,1.196959198423997e-16,1.0408340855860843e-17,-3.8163916471489756e-17,-5.551115123125783e-17,1.9949319973733282e-16
108,0.0,-1.580252990062066,-3.5937415507350248,0.005518371499679139,1.1060529923146911,1.1739482370050378,-1.1796119636642288e-16,1.1804793254022172e-15,1.6375789613221059e-15,7.73686670285656e-16,2.3418766925686896e-17,-2.0122792321330962e-16,6.288372600415926e-17,-1.942890293094024e-16,2.706168622523819e-16
109,0.0,0.4874969255901096,1.0286061270643598,0.3568282836617943,-0.110863724836721,0.18836759906274814,2.949029909160572e-16,-2.0599841277224584e-16,-1.491862189340054e-16,1.214306433183765e-16,-2.463307335887066e-16,9.042246118529107e-17,-2.0816681711721685e-17,-1.0755285551056204e-16,5.898059818321144e-17
111,0.0,0.02907869202672214,-2.581515452879725,-0.7517908041948246,-0.07250781443450882,0.7858942078475475,-4.163336342344337e-17,2.487159783681747e-16,4.9439619065339e-16,3.3133218391157016e-16,5.487147194949138e-16,-2.706168622523819e-16,4.206704429243757e-16,-1.1796119636642288e-16,-9.367506770274758e-17
112,0.0,1.39460656164491,3.833176961402605,0.9460274975974784,1.2686383784481627,-0.0010285449077004488,-8.955509944730267e-17,-1.942890293094024e-16,9.558326352632207e-16,1.1796119636642288e-16,1.9081958235744878e-16,-2.636779683484747e-16,6.591949208711867e-17,-3.0531133177191805e-16,-2.2898349882893854e-16
113,0.0,1.0249114329378965,-1.176521179210791,0.8608498566960847,0.254341371509722,0.7875407332311165,-2.7755575615628914e-17,-2.0816681711721685e-16,-1.457167719820518e-16,-1.5352302762394743e-16,1.8388068845354155e-16,-1.1102230246251565e-16,-1.734723475976807e-17,-1.43982048506075e-16,-1.7694179454963432e-16
114,0.0,-2.179575223250424,-2.8206772201865653,0.477807136775879,1.0034152170175183,1.7883745891749931,-9.783840404509192e-16,-5.672545766444159e-16,5.533767888366015e-16,4.40619762898109e-16,3.3566899260151217e-16,-2.3592239273284576e-16,2.8406096919120216e-17,3.191891195797325e-16,4.787836793695988e-16
116,0.0,0.29963890267071147,-4.3308229563502145,-0.28139157501596984,1.1518158695509293,0.9856696265553423,-1.124100812432971e-15,5.863365348801608e-16,1.9081958235744878e-16,9.020562075079397e-17,1.723881454251952e-16,-2.5673907444456745e-16,-1.739060284666749e-16,1.457167719820518e-16,6.938893903907228e-16
117,0.0,-0.6166753026628167,-1.4959919637617702,0.8312445142529313,0.7964403903781706,0.19317307542521356,-6.938893903907228e-18,2.3310346708438345e-17,-1.5265566588595902e-16,-4.85722573273506e-17,-3.8163916471489756e-17,2.1163626406917047e-16,-2.636779683484747e-16,2.255140518769849e-16,3.3263322651855276e-16
118,0.0,2.043162824675211,-2.69035710145109,0.3470631114959872,0.20997814827803382,0.42399730318607015,-1.0018028073766061e-16,-1.1102230246251565e-16,-7.806255641895632e-17,1.951563910473908e-17,1.8908485888147197e-16,1.3877787807814457e-17,-1.3877787807814457e-16,-1.478851763270228e-16,-2.6020852139652106e-18
119,0.0,1.6339835905298652,-3.261767352655494,-0.7216587149878304,-0.15758835125771353,-0.3358820861702667,2.3245294578089215e-16,-4.996003610813204e-16,1.3183898417423734e-16,2.7755575615628914e-17,1.214306433183765e-16,-1.1102230246251565e-16,1.4224732503009818e-16,-9.71445146547012e-17,1.3010426069826053e-17
