,Number,PosNum,NegNum,AUC,95% CIs,Std,AUC-PR,Cutoff,MCC,Acc,Youden Index,Sen,Spe,PPV,NPV
Zscore_PCA_KW_8_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Zscore_PCA_KW_9_SVM,672,336,336,0.9165,[0.8941-0.9390],0.0115,0.8874,0.5000,0.7389,0.8690,0.7381,0.8929,0.8452,0.8523,0.8875
Zscore_PCA_KW_9_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Zscore_PCA_KW_10_SVM,672,336,336,0.9282,[0.9075-0.9490],0.0106,0.8942,0.5596,0.7829,0.8914,0.7827,0.9018,0.8810,0.8834,0.8997
Zscore_PCA_KW_10_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Zscore_PCA_KW_11_SVM,672,336,336,0.9329,[0.9130-0.9529],0.0102,0.9020,0.5305,0.7897,0.8943,0.7887,0.9196,0.8690,0.8754,0.9154
Zscore_PCA_KW_11_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Zscore_PCA_KW_12_SVM,672,336,336,0.9437,[0.9256-0.9618],0.0092,0.9189,0.5155,0.8110,0.9048,0.8095,0.9345,0.8750,0.8820,0.9304
Zscore_PCA_KW_12_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Zscore_PCA_KW_13_SVM,672,336,336,0.9490,[0.9319-0.9661],0.0087,0.9298,0.5000,0.8050,0.9018,0.8036,0.9315,0.8720,0.8792,0.9272
Zscore_PCA_KW_13_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Zscore_PCA_KW_14_SVM,672,336,336,0.9503,[0.9336-0.9671],0.0085,0.9343,0.5469,0.8096,0.9048,0.8095,0.9107,0.8988,0.9000,0.9096
Zscore_PCA_KW_14_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Zscore_PCA_KW_15_SVM,672,336,336,0.9602,[0.9449-0.9756],0.0078,0.9415,0.5155,0.8587,0.9286,0.8571,0.9583,0.8988,0.9045,0.9557
Zscore_PCA_KW_15_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Zscore_PCA_KW_16_SVM,672,336,336,0.9592,[0.9435-0.9749],0.0080,0.9392,0.5155,0.8587,0.9286,0.8571,0.9583,0.8988,0.9045,0.9557
Zscore_PCA_KW_16_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Zscore_PCA_KW_17_SVM,672,336,336,0.9646,[0.9502-0.9791],0.0074,0.9493,0.4878,0.8766,0.9375,0.8750,0.9673,0.9077,0.9129,0.9652
Zscore_PCA_KW_17_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Zscore_PCA_KW_18_SVM,672,336,336,0.9708,[0.9582-0.9834],0.0064,0.9613,0.4878,0.8948,0.9464,0.8929,0.9792,0.9137,0.9190,0.9777
Zscore_PCA_KW_18_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Zscore_PCA_KW_19_SVM,672,336,336,0.9716,[0.9588-0.9844],0.0065,0.9609,0.5155,0.8877,0.9435,0.8869,0.9643,0.9226,0.9257,0.9627
Zscore_PCA_KW_19_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Zscore_PCA_KW_20_SVM,672,336,336,0.9711,[0.9579-0.9843],0.0067,0.9588,0.5155,0.8905,0.9449,0.8899,0.9643,0.9256,0.9284,0.9628
Zscore_PCA_KW_20_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Zscore_PCA_RFE_1_SVM,672,336,336,0.7924,[0.7585-0.8262],0.0173,0.7442,0.4137,0.4916,0.7396,0.4792,0.8512,0.6280,0.6959,0.8084
Zscore_PCA_RFE_1_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Zscore_PCA_RFE_2_SVM,672,336,336,0.8705,[0.8431-0.8978],0.0140,0.8225,0.4416,0.6474,0.8199,0.6399,0.8958,0.7440,0.7778,0.8772
Zscore_PCA_RFE_2_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Zscore_PCA_RFE_3_SVM,672,336,336,0.8758,[0.8489-0.9026],0.0137,0.8293,0.4416,0.6547,0.8229,0.6458,0.9048,0.7411,0.7775,0.8861
Zscore_PCA_RFE_3_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Zscore_PCA_RFE_4_SVM,672,336,336,0.8958,[0.8709-0.9206],0.0127,0.8537,0.4350,0.6923,0.8408,0.6815,0.9286,0.7530,0.7899,0.9134
Zscore_PCA_RFE_4_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Zscore_PCA_RFE_5_SVM,672,336,336,0.9156,[0.8931-0.9381],0.0115,0.8717,0.4855,0.7466,0.8720,0.7440,0.9137,0.8304,0.8434,0.9058
Zscore_PCA_RFE_5_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Zscore_PCA_RFE_6_SVM,672,336,336,0.9368,[0.9177-0.9560],0.0098,0.9027,0.4775,0.7821,0.8884,0.7768,0.9464,0.8304,0.8480,0.9394
Zscore_PCA_RFE_6_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Zscore_PCA_RFE_7_SVM,672,336,336,0.9395,[0.9203-0.9587],0.0098,0.9027,0.4775,0.8120,0.9033,0.8065,0.9613,0.8452,0.8613,0.9562
Zscore_PCA_RFE_7_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Zscore_PCA_RFE_8_SVM,672,336,336,0.9533,[0.9365-0.9700],0.0085,0.9287,0.5845,0.8363,0.9182,0.8363,0.9226,0.9137,0.9145,0.9219
Zscore_PCA_RFE_8_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Zscore_PCA_RFE_9_SVM,672,336,336,0.9535,[0.9363-0.9707],0.0088,0.9186,0.3978,0.8561,0.9256,0.8512,0.9792,0.8720,0.8844,0.9767
Zscore_PCA_RFE_9_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Zscore_PCA_RFE_10_SVM,672,336,336,0.9599,[0.9440-0.9758],0.0081,0.9345,0.5904,0.8573,0.9286,0.8571,0.9375,0.9196,0.9211,0.9364
Zscore_PCA_RFE_10_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Zscore_PCA_RFE_11_SVM,672,336,336,0.9612,[0.9453-0.9770],0.0081,0.9354,0.4705,0.8625,0.9301,0.8601,0.9673,0.8929,0.9003,0.9646
Zscore_PCA_RFE_11_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Zscore_PCA_RFE_12_SVM,672,336,336,0.9671,[0.9530-0.9811],0.0072,0.9408,0.4840,0.8734,0.9360,0.8720,0.9643,0.9077,0.9127,0.9621
Zscore_PCA_RFE_12_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Zscore_PCA_RFE_13_SVM,672,336,336,0.9726,[0.9600-0.9852],0.0064,0.9596,0.5000,0.8820,0.9405,0.8810,0.9643,0.9167,0.9205,0.9625
Zscore_PCA_RFE_13_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Zscore_PCA_RFE_14_SVM,672,336,336,0.9771,[0.9657-0.9885],0.0058,0.9644,0.5545,0.8899,0.9449,0.8899,0.9464,0.9435,0.9436,0.9463
Zscore_PCA_RFE_14_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Zscore_PCA_RFE_15_SVM,672,336,336,0.9785,[0.9672-0.9898],0.0058,0.9659,0.5859,0.9048,0.9524,0.9048,0.9494,0.9554,0.9551,0.9497
Zscore_PCA_RFE_15_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Zscore_PCA_RFE_16_SVM,672,336,336,0.9839,[0.9744-0.9933],0.0048,0.9782,0.4218,0.9359,0.9673,0.9345,0.9940,0.9405,0.9435,0.9937
Zscore_PCA_RFE_16_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Zscore_PCA_RFE_17_SVM,672,336,336,0.9892,[0.9820-0.9964],0.0037,0.9853,0.5559,0.9409,0.9702,0.9405,0.9851,0.9554,0.9566,0.9847
Zscore_PCA_RFE_17_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Zscore_PCA_RFE_18_SVM,672,336,336,0.9894,[0.9824-0.9963],0.0035,0.9863,0.4390,0.9473,0.9732,0.9464,0.9940,0.9524,0.9543,0.9938
Zscore_PCA_RFE_18_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Zscore_PCA_RFE_19_SVM,672,336,336,0.9899,[0.9831-0.9968],0.0035,0.9871,0.5144,0.9617,0.9807,0.9613,0.9940,0.9673,0.9681,0.9939
Zscore_PCA_RFE_19_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Zscore_PCA_RFE_20_SVM,672,336,336,0.9906,[0.9840-0.9972],0.0034,0.9880,0.5144,0.9617,0.9807,0.9613,0.9940,0.9673,0.9681,0.9939
Zscore_PCA_RFE_20_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Zscore_PCA_Relief_1_SVM,672,336,336,0.4743,[0.4306-0.5181],0.0223,0.4607,0.4940,0.0278,0.5134,0.0268,0.6458,0.3810,0.5106,0.5182
Zscore_PCA_Relief_1_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Zscore_PCA_Relief_2_SVM,672,336,336,0.5396,[0.4960-0.5833],0.0223,0.5455,0.4719,0.1448,0.5580,0.1161,0.8571,0.2589,0.5363,0.6444
Zscore_PCA_Relief_2_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Zscore_PCA_Relief_3_SVM,672,336,336,0.5742,[0.5312-0.6173],0.0220,0.5722,0.4064,0.1710,0.5670,0.1339,0.8780,0.2560,0.5413,0.6772
Zscore_PCA_Relief_3_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Zscore_PCA_Relief_4_SVM,672,336,336,0.6075,[0.5652-0.6497],0.0215,0.5929,0.4925,0.1867,0.5863,0.1726,0.7768,0.3958,0.5625,0.6394
Zscore_PCA_Relief_4_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Zscore_PCA_Relief_5_SVM,672,336,336,0.6204,[0.5783-0.6625],0.0215,0.6010,0.4871,0.2213,0.6012,0.2024,0.8036,0.3988,0.5720,0.6700
Zscore_PCA_Relief_5_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Zscore_PCA_Relief_6_SVM,672,336,336,0.6063,[0.5639-0.6488],0.0217,0.5902,0.4843,0.1865,0.5878,0.1756,0.7560,0.4196,0.5657,0.6323
Zscore_PCA_Relief_6_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Zscore_PCA_Relief_7_SVM,672,336,336,0.7056,[0.6668-0.7445],0.0198,0.6793,0.4861,0.3371,0.6637,0.3274,0.7827,0.5446,0.6322,0.7148
Zscore_PCA_Relief_7_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Zscore_PCA_Relief_8_SVM,672,336,336,0.7114,[0.6727-0.7501],0.0197,0.6813,0.4687,0.3591,0.6637,0.3274,0.8690,0.4583,0.6160,0.7778
Zscore_PCA_Relief_8_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Zscore_PCA_Relief_9_SVM,672,336,336,0.7446,[0.7077-0.7815],0.0188,0.7046,0.4908,0.3792,0.6890,0.3780,0.7292,0.6488,0.6749,0.7055
Zscore_PCA_Relief_9_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Zscore_PCA_Relief_10_SVM,672,336,336,0.7765,[0.7411-0.8118],0.0180,0.7217,0.4928,0.4571,0.7277,0.4554,0.7708,0.6845,0.7096,0.7492
Zscore_PCA_Relief_10_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Zscore_PCA_Relief_11_SVM,672,336,336,0.8033,[0.7702-0.8364],0.0169,0.7828,0.4949,0.5106,0.7545,0.5089,0.7946,0.7143,0.7355,0.7767
Zscore_PCA_Relief_11_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Zscore_PCA_Relief_12_SVM,672,336,336,0.8209,[0.7888-0.8530],0.0164,0.8032,0.5000,0.5584,0.7783,0.5565,0.8185,0.7381,0.7576,0.8026
Zscore_PCA_Relief_12_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Zscore_PCA_Relief_13_SVM,672,336,336,0.8481,[0.8183-0.8778],0.0152,0.8214,0.4948,0.6235,0.8095,0.6190,0.8690,0.7500,0.7766,0.8514
Zscore_PCA_Relief_13_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Zscore_PCA_Relief_14_SVM,672,336,336,0.8758,[0.8486-0.9030],0.0139,0.8447,0.5000,0.6681,0.8333,0.6667,0.8661,0.8006,0.8128,0.8567
Zscore_PCA_Relief_14_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Zscore_PCA_Relief_15_SVM,672,336,336,0.8794,[0.8533-0.9056],0.0134,0.8535,0.4768,0.6514,0.8244,0.6488,0.8690,0.7798,0.7978,0.8562
Zscore_PCA_Relief_15_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Zscore_PCA_Relief_16_SVM,672,336,336,0.8837,[0.8577-0.9097],0.0133,0.8562,0.4799,0.6737,0.8348,0.6696,0.8899,0.7798,0.8016,0.8763
Zscore_PCA_Relief_16_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Zscore_PCA_Relief_17_SVM,672,336,336,0.8857,[0.8598-0.9115],0.0132,0.8627,0.5055,0.6756,0.8378,0.6756,0.8363,0.8393,0.8388,0.8368
Zscore_PCA_Relief_17_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Zscore_PCA_Relief_18_SVM,672,336,336,0.8858,[0.8600-0.9116],0.0131,0.8631,0.5055,0.6816,0.8408,0.6815,0.8393,0.8423,0.8418,0.8398
Zscore_PCA_Relief_18_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Zscore_PCA_Relief_19_SVM,672,336,336,0.8999,[0.8759-0.9240],0.0123,0.8797,0.5275,0.7010,0.8497,0.6994,0.8155,0.8839,0.8754,0.8273
Zscore_PCA_Relief_19_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Zscore_PCA_Relief_20_SVM,672,336,336,0.9022,[0.8785-0.9260],0.0121,0.8836,0.4919,0.7175,0.8586,0.7173,0.8720,0.8452,0.8493,0.8685
Zscore_PCA_Relief_20_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_ANOVA_1_SVM,672,336,336,0.8131,[0.7809-0.8453],0.0164,0.7598,0.3738,0.5366,0.7500,0.5000,0.9315,0.5685,0.6834,0.8925
Mean_PCA_ANOVA_1_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_ANOVA_2_SVM,672,336,336,0.8418,[0.8118-0.8719],0.0153,0.7799,0.3738,0.5948,0.7798,0.5595,0.9494,0.6101,0.7089,0.9234
Mean_PCA_ANOVA_2_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_ANOVA_3_SVM,672,336,336,0.8505,[0.8211-0.8799],0.0150,0.7882,0.4673,0.5811,0.7887,0.5774,0.8452,0.7321,0.7594,0.8255
Mean_PCA_ANOVA_3_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_ANOVA_4_SVM,672,336,336,0.8725,[0.8452-0.8999],0.0140,0.8217,0.4673,0.6244,0.8110,0.6220,0.8542,0.7679,0.7863,0.8404
Mean_PCA_ANOVA_4_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_ANOVA_5_SVM,672,336,336,0.8849,[0.8585-0.9112],0.0134,0.8346,0.3959,0.6947,0.8363,0.6726,0.9613,0.7113,0.7690,0.9484
Mean_PCA_ANOVA_5_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_ANOVA_6_SVM,672,336,336,0.9049,[0.8812-0.9286],0.0121,0.8685,0.3959,0.7355,0.8601,0.7202,0.9613,0.7589,0.7995,0.9515
Mean_PCA_ANOVA_6_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_ANOVA_7_SVM,672,336,336,0.9049,[0.8812-0.9286],0.0121,0.8685,0.3959,0.7355,0.8601,0.7202,0.9613,0.7589,0.7995,0.9515
Mean_PCA_ANOVA_7_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_ANOVA_8_SVM,672,336,336,0.9049,[0.8812-0.9286],0.0121,0.8685,0.3959,0.7355,0.8601,0.7202,0.9613,0.7589,0.7995,0.9515
Mean_PCA_ANOVA_8_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_ANOVA_9_SVM,672,336,336,0.9049,[0.8812-0.9286],0.0121,0.8685,0.3959,0.7355,0.8601,0.7202,0.9613,0.7589,0.7995,0.9515
Mean_PCA_ANOVA_9_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_ANOVA_10_SVM,672,336,336,0.9111,[0.8887-0.9336],0.0115,0.8816,0.4358,0.7254,0.8601,0.7202,0.9196,0.8006,0.8218,0.9088
Mean_PCA_ANOVA_10_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_ANOVA_11_SVM,672,336,336,0.9144,[0.8921-0.9366],0.0114,0.8806,0.4358,0.7401,0.8676,0.7351,0.9256,0.8095,0.8293,0.9158
Mean_PCA_ANOVA_11_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_ANOVA_12_SVM,672,336,336,0.9144,[0.8921-0.9366],0.0114,0.8806,0.4358,0.7401,0.8676,0.7351,0.9256,0.8095,0.8293,0.9158
Mean_PCA_ANOVA_12_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_ANOVA_13_SVM,672,336,336,0.9246,[0.9035-0.9456],0.0107,0.8907,0.6228,0.7513,0.8750,0.7500,0.8452,0.9048,0.8987,0.8539
Mean_PCA_ANOVA_13_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_ANOVA_14_SVM,672,336,336,0.9345,[0.9149-0.9541],0.0100,0.9001,0.6350,0.7778,0.8884,0.7768,0.8631,0.9137,0.9091,0.8697
Mean_PCA_ANOVA_14_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_ANOVA_15_SVM,672,336,336,0.9377,[0.9188-0.9566],0.0096,0.9057,0.5357,0.7940,0.8958,0.7917,0.9345,0.8571,0.8674,0.9290
Mean_PCA_ANOVA_15_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_ANOVA_16_SVM,672,336,336,0.9436,[0.9261-0.9612],0.0090,0.9266,0.4564,0.7990,0.8973,0.7946,0.9494,0.8452,0.8598,0.9435
Mean_PCA_ANOVA_16_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_ANOVA_17_SVM,672,336,336,0.9475,[0.9308-0.9642],0.0085,0.9333,0.6306,0.7918,0.8958,0.7917,0.8869,0.9048,0.9030,0.8889
Mean_PCA_ANOVA_17_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_ANOVA_18_SVM,672,336,336,0.9562,[0.9407-0.9716],0.0079,0.9425,0.4808,0.8433,0.9211,0.8423,0.9464,0.8958,0.9008,0.9436
Mean_PCA_ANOVA_18_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_ANOVA_19_SVM,672,336,336,0.9565,[0.9405-0.9725],0.0082,0.9374,0.4871,0.8612,0.9301,0.8601,0.9554,0.9048,0.9093,0.9530
Mean_PCA_ANOVA_19_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_ANOVA_20_SVM,672,336,336,0.9606,[0.9455-0.9757],0.0077,0.9445,0.5141,0.8522,0.9256,0.8512,0.9494,0.9018,0.9062,0.9469
Mean_PCA_ANOVA_20_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_KW_1_SVM,672,336,336,0.8131,[0.7809-0.8453],0.0164,0.7598,0.3738,0.5366,0.7500,0.5000,0.9315,0.5685,0.6834,0.8925
Mean_PCA_KW_1_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_KW_2_SVM,672,336,336,0.8418,[0.8118-0.8719],0.0153,0.7799,0.3738,0.5948,0.7798,0.5595,0.9494,0.6101,0.7089,0.9234
Mean_PCA_KW_2_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_KW_3_SVM,672,336,336,0.8505,[0.8211-0.8799],0.0150,0.7882,0.4673,0.5811,0.7887,0.5774,0.8452,0.7321,0.7594,0.8255
Mean_PCA_KW_3_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_KW_4_SVM,672,336,336,0.8505,[0.8211-0.8799],0.0150,0.7882,0.4673,0.5811,0.7887,0.5774,0.8452,0.7321,0.7594,0.8255
Mean_PCA_KW_4_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
